Name,Phone Number
Kash & Karry supermarket,(787) 864-2016
Isla Nutrition Lounge,(939) 278-8826
Club Trotamundo,(787) 864-3445
J.F. Montalvo,(787) 864-3955
EL RANCHO BAR,(602) 882-2720
International Boutique Nightclub,(480) 213-9500
Friday Night Social Dance Club,(623) 810-8214
11:11 Nightclub,(480) 213-9500
Maya Day & Nightclub,(480) 625-0528
Furia Musical night club,(480) 748-5000
Club Encounters,(602) 230-9680
A Pasarla Bien,(939) 891-8689
Club Bambú (Club de Nutrición),(939) 243-7921
Los Mulos,(939) 317-0129
"Club Vida, Nutrición y Éxito",(787) 562-2630
Ava Sport wear,(939) 845-5934
Club Nutrición Ruta 31,(787) 604-7329
Herbalife Club Bambú,(787) 295-1460
Coliseito Pito Carrasquillo,(787) 485-2525
Mingo's Restaurant & Sport Bar,(787) 398-3454
East Nutrition Club,(939) 402-4847
Club Cívico Pedreño,(787) 733-4868
La esquina de Yanira,(939) 236-7360
Club Brisas Del Río,(813) 638-1732
Jak Bakery,(787) 200-4363
Vid by Yadiraliz,(939) 599-0417
Ralph's Food Warehouse,(787) 733-0959
MULOS KARATE CLUB KENSEIKAN DOJO JUNCOS,(787) 210-6340
Lirios Cala Mini Market,(787) 734-4235
River Village Racquet Club,(787) 422-7171
Club de Leones de Gurabo,(787) 737-5756
Nutrition Bless,(787) 610-9258
El Punto Mini Market,(787) 713-0850
Love Nutrition,(787) 634-3140
Maggie prediciones y lectura del tarot,(787) 473-0306
Mi Ranchito Dancing Bar,(602) 586-8163
GALA,(787) 969-3838
Serie 56 Night Club PR,(787) 939-1398
Beats Dance + Bites,(787) 400-9148
Hyde bar lounge,(787) 610-7506
Lab Lounge,(787) 946-3116
El bloke lounge discotec,(787) 600-6119
El Bar Bero,(787) 303-1233
La Romana,(939) 428-3123
La Pampara Bar & Lounge,(939) 318-1322
Dioni Club,(939) 415-0051
Club Luna Bar & Lounge,(939) 318-9256
La Oculta,(787) 206-2338
Hawaii Bar,(787) 454-3888
Legend The Club,(787) 472-0216
787 VIP Lounge,(787) 233-9154
La Bohemia,(787) 963-1113
Secret928,(939) 218-7534
La Victoria,(787) 955-7479
Los 3 Cuernos,(787) 662-6123
Casa de Montecristo Puerto Rico,(787) 705-4957
El CAFETÍN,(787) 634-1432
The Red Monkey,(787) 725-5219
Nono's,(787) 725-7819
The Mezzanine,(787) 430-4397
Moreno Spot Bar & Grill,(787) 722-3344
Alegria Bistro Salsa Jazz Club,(787) 725-4556
Atelier Rooftop Terrace,(787) 425-0164
The Gym Bar,(787) 722-2014
SUBÍ BAJA LA PERLA,(787) 640-9043
Escambrón Beach Club,(787) 724-3344
El Adoquín del Patio,(787) 598-4482
Tu Resuelve La Perla,(787) 722-5670
TABÚ,(787) 624-0167
La Vergüenza Viejo San Juan,(939) 415-4367
"Mundo aparte 2, san juan puerto rico",(939) 289-5608
Bar Catedral Rooftop | Old San Juan,(939) 588-4694
The Press Box Daiquiri Lounge,(228) 265-5559
Sipps Bar Gulfport,(228) 206-7717
Elaine's Place to Be,(228) 365-4481
Gilligan's Karaoke,(228) 865-0206
Club Thirty IV,(601) 282-9940
Chill Ultra Lounge,(228) 463-3000
Pub Lounge,(228) 388-9615
Neon Moon,(228) 215-0137
Boogie Nights Biloxi,(228) 276-4448
Rooney's Irish Pub,(228) 868-0110
Kelly's Sports Pub,(228) 248-0083
Eight 75,(228) 386-7111
Ground Zero Blues Club Biloxi & Restaurant,(228) 910-6600
Razzoo Bar & Patio,(504) 522-5100
The Pub Sports Bar,(228) 396-8855
QuarterDeck Bar,(228) 284-1654
Maison Bourbon,(504) 522-8818
Cinemark Gulfport 16,(228) 539-5294
Funky 544,(504) 592-0544
Buoys Bar,(228) 344-3224
Blue Nile,(504) 766-6193
Bourbon Heat,(504) 324-4669
Adventures Pub & Spirits,(228) 207-6364
The VIBE Nightclub,056 144 7724
Michaels,(228) 832-6660
Workman's Lounge,(228) 868-1451
mal Paraiso,(787) 362-6242
The Barber Club Cayey,(787) 634-0110
El Rinconcito de Betty,(787) 526-5254
Casa Club Quintas Las Muesas,(787) 263-1823
Rústica Lounge,(787) 674-2109
Pure Boxing & Fitness Club,(939) 250-9746
Tito's Fruit Inc.,(787) 738-9887
Eduar el porre,(787) 408-2595
Family Spot Nutrition,(787) 590-7528
Frappe Artesanal,(787) 535-0202
Ultimate Training Center,(787) 923-7552
Local Coffee & Eatery,(787) 205-1808
Montellano's Bakery,(787) 738-6452
Andujar Cuarteta Turbo Express,(787) 967-3814
Los Parao,(939) 327-0015
Dr. Lechón,(787) 368-1058
Personal Trainers Fitness Club,(787) 664-5900
Toita's Bakery,(939) 407-7000
Berríos (Mueblerías Berríos),(787) 738-3131
Buddha Lounge PR,(787) 924-4568
Club de Leones Cayey,(787) 738-6100
El Quijote Salón de Actividades,(787) 738-2598
Caparra Country Club,(787) 783-5286
La Peseta Guaynabo,(787) 585-6700
Cavalo Club Brazilian Jiu-Jitsu,(787) 404-5544
La Peseta Sport Bar,(787) 412-9656
Casa Club La Villa de Torrimar,(787) 720-9111
Live2Fit Nutrition (Club de nutrición Herbalife),(939) 599-4305
SURF Soccer Club,(787) 322-0825
Guaynabo Fitness Club,(939) 715-0500
Vip club romance by Sophia,(787) 485-3810
Piccolino Cigar Lounge,(787) 749-6598
Torrimar Basketball Club,(787) 638-9933
Los Kings Lounge,(787) 478-9544
Aeris Lounge,(787) 619-8909
BURBUJA LOUNGE,(939) 275-8815
El Patio de la Roosevelt,(787) 664-2482
P.S. SPA & BEAUTY LOUNGE,(787) 998-6415
El Ensayo Café • Teatro • Bar,(787) 366-4792
La Nueva Azotea 2.0,(939) 271-7565
Gnya's Salón by Nelissa García,(787) 245-2258
SuperBar,(787) 946-3031
Toccare,(786) 806-1016
La Terapia,(787) 373-5300
Zona 9 Bar & Grill + billiards,(939) 336-1001
St.tropez gentlemans club,(939) 489-5190
Zal Zi Puedes,(787) 642-0752
Cosmo Kids Club,(787) 460-2676
Club Sparta,(787) 565-2297
Tía María's Liquor Store,(787) 724-4011
Handlebar,(787) 646-6832
Sparta Hookah Lounge & Restaurant,(787) 628-7354
Darkstar,(480) 408-5010
PassionsPlace,(866) 617-4686
The Wellness Club Fitness and Spa,(787) 765-7155
Borinquen Coquí Dome,(787) 379-2345
Club ESTHIMA,(787) 979-3033
CASA APAMA,(787) 720-1206
El Punto 8 Sport Bar,(787) 670-6930
Condominio Garden Valley Club,(787) 283-2400
MMM Members Club - Bayamón,(866) 333-5470
Lotus Nails,(787) 784-8895
Club de Leones de Bayamón,(787) 785-7410
Coors Light - Main City Sport Bar,(787) 798-5545
High Times Sports Bar,(787) 784-7356
La Turreria | El Club del Turro,(787) 247-6813
La Cueva del Gato,(787) 217-0160
REVOLUTION ELITE VOLLEYBALL ACADEMY,(787) 243-8761
Musa's Wellness Club,(939) 366-4249
Club de Nutricion Bloom Wellness,(787) 385-3650
Club 13 Nutrition,(787) 462-4026
Vaqueros Volleyball Club,(787) 904-7272
Miami Bar,(305) 992-1477
Bayamon Club Vida Saludable,(787) 690-7431
Club Alternativa Saludable,(787) 630-1212
El Joker,(787) 795-0487
Plaza del Parque,(787) 779-2424
Asociacion de Baloncesto de Bayamón (ABB),(787) 740-4155
Sam's Club Cafe,(787) 787-1001
Sam's Club,(787) 787-1001
Club Hipico El 11,(787) 631-5033
Double 5 Party Store,(787) 705-4429
D'Elegance Salon Levittown,(787) 354-1255
Club de Tiro Armería Cowboys,(787) 787-2805
Club de Herbalife Nutrición 0/100,(787) 446-8100
Chico Cabaret,(787) 791-1000
NYork lounge,(787) 664-2482
Rum Bar,(787) 791-1000
El San Juan Beach Club,(787) 253-2007
Gallístico Club of Puerto Rico,(787) 791-1557
Picante Lobby Lounge,(787) 791-0404
San Juan Water and Beach Club Hotel,(787) 728-3666
ORO HOOKAH LOUNGE—CIGAR,(939) 243-7877
El Daiquiri Lounge,(787) 688-8898
Mojito Beach Bar- Isla Verde,(787) 652-3584
Club Nutrición Positiva - Toa Alta,(787) 870-9408
Manicura & pedicura Spa,(939) 278-0444
Urban Fitness Club,(787) 223-1977
Next Goal Nutrition,(787) 638-3881
Soft Touch Tanning & Spa,(787) 203-2077
Club Rey Herbalife Distribuidor Independiente,(787) 797-1506
Lindita’s Nutrition,(787) 606-4363
Equilibrium Nutrition,(787) 246-9541
B22 by Saveur,(787) 309-9711
BellaFitClub,(787) 216-1915
ROSADO Coffee,(939) 945-8393
Green Giants Club,(939) 289-1283
El 7 Nutrition,(787) 556-2958
Runian Zone,(787) 689-7420
Pan American Gun Club,(787) 798-3515
Coachella Bar And Tapas,(787) 239-6764
Beer Express,(787) 787-7977
The Sweet Lounge by Bocuki,(787) 413-1144
Mega Nocturno Nitrition,(939) 383-5826
Mojito's Bar & Grill,(787) 998-2208
Club Las Palmas,(787) 740-4275
Glam Nail Bar,(939) 902-0180
Acelerando club,(787) 973-9112
Andrea’s Nails,(787) 902-7597
Lark’s nail & makeup studio,(939) 409-1276
Leno's Sport Bar & Grill,(787) 230-1735
Morena Bistro Bar,(787) 985-0410
Billiard Palace,(787) 791-0039
Yoly's Cafe,(787) 762-0321
Iglesia de Dios MB Jardines de Country Club,(787) 750-1240
Be Happy Nutrition,(787) 365-0767
NailsBoutiquebyKM,(787) 446-3441
Club de Pesca,(787) 585-6888
CARE Educational Club/ ANDA ClubEducativo,(787) 526-4545
Río Bayamón Golf Course,(787) 740-1419
Vaqueros de Bayamon Basketball Team,(787) 778-9558
Riviera Tennis Center,(787) 342-9202
Club Opción Saludable,(787) 662-2177
Raiders Baseball Academy,(787) 692-9191
Westside Fitness Club Bayamón,(787) 523-5520
Eunice family club,(939) 287-7448
"Boys & Girls Club, Carolina",(787) 526-1344
Wisdom club,(787) 367-3362
Carolina Handball Club,(787) 236-8916
Pachinko Asian/Mex Sport,(939) 588-0990
Sam's Club,(787) 257-1500
Club Vive Al Natural Nutrition,(939) 216-5351
Cancha Lomanview Volleyball Club,(787) 672-2996
Carolina Cannabis Clinic,(787) 458-8807
MMM Members Club - Carolina,(787) 620-2397
Encantada Lakeside club,(787) 283-7573
ZBK Nutrition,(787) 702-4403
Sam's Club Cafe,(787) 257-1500
J.F. Montalvo,(787) 757-7260
Mendez Club,(787) 550-3921
Chuck E. Cheese,(787) 276-7700
Plaza Escorial,(787) 778-8724
